"Marca temporal","Doy mi consentimiento para que los datos recogidos en el estudio sean utilizados únicamente con fines estadísticos y con total anonimato.","Sexo","Edad","¿De qué provincia/ciudad autónoma de España eres? Última opción FUERA DE ESPAÑA","Nivel de estudios alcanzados si eres estudiante marca los que estés cursando actualmente","Nivel socioeconómico","Estado civil","Vivo con...","¿Qué marcas de succionadores de clítoris conoces? ","¿Has comprado alguna vez un succionador de clítoris?","En el caso de SÍ haberlo comprado, ¿con qué fin?","La masturbación es algo positivo","Creo que el hecho de que esté normalizado en la sociedad facilita la compra del succionador de clítoris ","Los succionadores de clítoris contribuyen a mi salud sexual","Siempre estoy dispuesta a escuchar opiniones aunque sean contrarias a las mías","Pienso que los succionadores de clítoris introducen nuevas experiencias dentro de la pareja","Creo que la masturbación es importante para descubrir qué prácticas sexuales me gustan más","Antes de comprarlo tuve en cuenta las recomendaciones de mis amigas/gente cercana","Pienso que el succionador de clítoris me aporta sensaciones que no puedo proporcionarme por mí misma ","A la hora de mantener una relación a distancia el succionador de clítoris puede aportar beneficios","Pienso que la gente me va a juzgar si se enteran de que uso el succionador de clítoris","Me afectaría si la gente me juzgara porque tengo un succionador de clítoris","Creo que el succionador de clítoris tiene un precio adecuado para el servicio que me ofrece","Entiendo y respeto puntos de vista que no son iguales que los míos.","Este producto está destinado exclusivamente a personas solteras","Pienso que usar este tipo de productos puede afectar a la hora de alcanzar el placer en mis relaciones futuras","El succionador de clítoris facilita que ambos miembros de la pareja disfruten de la relación sexual","El succionador de clítoris me ayuda a disfrutar de mi sexualidad","Un succionador de clítoris puede ayudar a romper la monotonía en una relación a distancia","Los succionadores de clítoris ayudan a introducir nuevas prácticas sexuales dentro de la pareja","Creo que el succionador de clítoris es un buen regalo para hacerle a mis amigas","Aproveché una oferta Black Friday, navidades, precio rebajado... para comprarme mi succionador de clítoris","Puede ser una manera de mantener relaciones con mi pareja a distancia","Tuve en cuenta la opinión de expertos, sexologos, dependientes de sex shops, doctores... a la hora de comprarlo","Creo que este tipo de productos debería estar más presente en los medios de comunicación eliminando así los tabús.","Pienso que al tener una relación a distancia el succionador de clítoris es una manera de seguir con mi salud sexual","¿Qué precio como máximo estarías dispuesta a pagar por un succionador de clítoris?","Por debajo de qué precio no comprarías un succionador de clítoris","¿Te has planteado alguna vez comprar un succionador de clítoris? Uso personal, regalo...","La masturbación es algo positivo","Creo que los succionadores de clítoris ayudan a dar un mayor protagonismo a la mujer en las relaciones sexuales en pareja ","Pienso que los succionadores de clítoris podrían introducir nuevas experiencias dentro de la pareja","Creo que la masturbación es importante para descubrir qué prácticas sexuales me gustan más","Siempre estoy dispuesta a escuchar opiniones aunque sean contrarias a las mías","A la hora de mantener una relación a distancia el succionador de clítoris puede aportar beneficios","Si me compro el succionador de clítoris creo que la gente me va a juzgar","Me afectaría si la gente me juzgara por comprarme un succionador de clítoris","Este producto está destinado exclusivamente a personas solteras","Creo que el succionador de clítoris es un buen regalo para hacerle a mis amigas","Puede ser una manera de mantener relaciones con la pareja a distancia","Creo que este tipo de productos debería estar más presente en los medios de comunicación eliminando así los tabús.","Pienso que al tener una relación a distancia el succionador de clítoris es una manera de seguir con mi salud sexual","Entiendo y respeto puntos de vista que no son iguales que los míos.","No me lo compraría a no ser que alguien me lo recomendara","Me plantearía comprar el producto si me lo recomendase mi influencer de confianza","¿Qué precio como máximo estarías dispuesta a pagar por un succionador de clítoris?","Por debajo de qué precio no comprarías un succionador de clítoris"
"2021/03/15 9:05:34 a. m. EET","Sí","Mujer","18-24","Madrid","Posgrado","Alto / Medio-alto","Con pareja","Familia","Satisyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","2","4","4","4","2","1","3","2","4","3","4","1","1","De 26 a 30€","Menos de 15€"
"2021/03/15 9:17:52 a. m. EET","Sí","Mujer","18-24","Islas Baleares","Grado universitario","Medio","Con pareja","Familia","Satisfyer","Sí","Uso personal","3","4","4","4","4","4","3","4","3","3","2","3","4","1","4","3","4","3","3","3","4","3","2","4","3","Menos de 20€","Más de 36€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 9:19:32 a. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Con pareja","Familia","Satisfyer;Womanizer","Sí","Uso personal","4","3","3","4","4","4","3","3","3","1","2","3","4","1","3","4","4","4","4","4","3","3","3","4","4","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 9:35:47 a. m. EET","Sí","Mujer","25-30","Barcelona","Master","Medio","Soltero/a","Compañeros/as de piso","Satisyer","Sí","Uso personal","4","3","4","3","4","4","4","3","4","1","1","4","4","1","2","4","4","4","4","4","2","3","3","4","4","Entre 36 y 40€","De 31 a 35€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 9:42:51 a. m. EET","Sí","Mujer","31-38","Madrid","Grado universitario","Medio","Con pareja","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","4","4","1","1","1","4","3","3","3","3","2","1","De 16 a 20€","Menos de 15€"
"2021/03/15 9:45:51 a. m. EET","Sí","Mujer","18-24","Castellón","Grado universitario","Bajo / Medio-bajo","Con pareja","Compañeros/as de piso","Satisfyer;We-vibe","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","3","4","3","2","1","2","4","3","4","3","4","2","1","De 21 a 25€","Menos de 15€"
"2021/03/15 10:02:31 a. m. EET","Sí","Mujer","18-24","Jaén","Grado universitario","Medio","Con pareja","Compañeros/as de piso","Satisfyer;Lover yoyo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","4","4","1","1","1","4","4","4","4","4","1","4","De 21 a 25€","Menos de 15€"
"2021/03/15 10:19:22 a. m. EET","Sí","Mujer","18-24","Zaragoza","Grado universitario","Medio","Soltero/a","Familia","Satisfyer;Lelo","Sí","Uso personal","4","3","4","4","4","4","3","4","4","2","1","3","4","1","2","4","4","4","4","4","4","4","2","4","4","Entre 36 y 40€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 10:41:00 a. m. EET","Sí","Mujer","18-24","Madrid","Posgrado","Medio","Soltero/a","Familia","Satisfyer","No","Regalo","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","4","1","3","3","4","2","1","2","1","4","3","3","2","4","1","1","De 26 a 30€","Menos de 15€"
"2021/03/15 11:04:24 a. m. EET","Sí","Mujer","18-24","Madrid","Posgrado","Medio","Con pareja","Familia","Satisfyer;Womanizer;Lover yoyo;Lelo","Sí","Ambas opciones","4","4","4","4","4","4","4","4","4","1","1","4","4","1","1","4","4","3","4","4","1","4","2","4","4","Más de 41€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 11:29:01 a. m. EET","Sí","Mujer","39 o más","La Rioja","Grado universitario","Medio","Casado/a","Familia","Satisfyer","Sí","Regalo","4","4","1","4","3","4","1","2","3","2","3","3","3","2","3","2","2","2","2","2","1","2","1","2","2","Menos de 20€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 11:32:54 a. m. EET","Sí","Mujer","25-30","Murcia","Grado superior","Bajo / Medio-bajo","Soltero/a","Familia","Satisfyer","Sí","Uso personal","4","4","3","4","4","4","4","3","4","1","1","3","4","1","1","3","3","3","3","4","4","4","2","4","3","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:04:27 p. m. EET","Sí","Mujer","18-24","Barcelona","Grado universitario","Medio","Soltero/a","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","3","3","3","3","2","3","1","3","4","4","4","3","3","2","De 26 a 30€","Menos de 15€"
"2021/03/15 12:05:52 p. m. EET","Sí","Mujer","25-30","Jaén","Ciclo de grado superior","Medio","Soltero/a","Familia","Satisfyer;Mambo","Sí","Uso personal","4","4","4","3","4","4","4","4","3","2","1","3","3","1","1","4","4","4","4","4","4","4","1","4","4","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:18:32 p. m. EET","Sí","Mujer","18-24","Valencia","Grado universitario","Medio","Con pareja","Familia","Satisfyer","Sí","Uso personal","4","4","4","4","4","4","1","2","4","3","2","2","4","1","3","3","4","4","4","4","2","4","1","3","4","Menos de 20€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:23:00 p. m. EET","Sí","Mujer","18-24","Castellón","Grado universitario","Bajo / Medio-bajo","Con pareja","Compañeros/as de piso","Satisfyer;We-vibe","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","3","4","3","2","1","2","4","3","4","3","4","2","1","De 21 a 25€","Menos de 15€"
"2021/03/15 12:23:59 p. m. EET","Sí","Mujer","18-24","Cádiz","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","Sí","Ambas opciones","4","4","4","4","4","4","4","3","4","1","1","2","4","1","3","4","4","4","4","4","4","4","4","4","4","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:47:42 p. m. EET","Sí","Mujer","18-24","Ávila","Grado universitario","Medio","Soltero/a","Familia","Satisfyer;Lover yoyo","Sí","Uso personal","4","4","4","4","4","4","3","4","3","2","1","3","3","1","3","3","4","3","3","4","3","4","1","4","4","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:54:03 p. m. EET","Sí","Mujer","18-24","Madrid","Posgrado","Medio","Con pareja","Familia","Mambo Platanomelon","Sí","Uso personal","4","4","3","4","4","3","4","3","4","2","2","3","4","1","1","4","4","4","4","4","4","4","1","4","3","Entre 36 y 40€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:57:38 p. m. EET","Sí","Mujer","18-24","Granada","Grado universitario","Medio","Soltero/a","Solo/a","Satisfyer;Mambo ","Sí","Uso personal","4","3","3","4","3","4","3","2","3","1","1","2","4","1","3","3","3","3","3","3","4","3","1","3","3","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:57:46 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Bajo / Medio-bajo","Con pareja","Familia","Satisfyer;Womanizer;Lelo;We-vibe","Sí","Uso personal","4","4","4","4","4","4","2","3","4","1","1","4","3","1","2","3","4","4","4","4","4","4","4","4","4","Entre 21 y 25€","De 26 a 30€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 12:58:54 p. m. EET","Sí","Mujer","25-30","Toledo","Bachillerato","Bajo / Medio-bajo","Con pareja","Solo/a","Satisfyer;Lelo","Sí","Uso personal","4","4","4","4","4","4","3","2","4","2","1","3","4","1","1","4","4","4","4","4","1","4","2","3","4","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:03:11 p. m. EET","Sí","Mujer","18-24","Valladolid","Grado en Historia","Bajo / Medio-bajo","Con pareja","Compañeros/as de piso","Satisfyer;Womanizer","Sí","Regalo","4","4","4","3","4","4","4","2","3","2","1","3","3","1","2","4","4","3","4","4","4","3","2","4","4","Entre 36 y 40€","De 16 a 20€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:06:07 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Con pareja","Familia","Satisfyer","Sí","Ambas opciones","4","4","4","4","4","4","1","2","4","1","1","4","4","1","1","4","4","4","4","4","3","4","3","4","3","Entre 36 y 40€","De 16 a 20€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:06:49 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Bajo / Medio-bajo","Con pareja","Familia","Satisfyer;Womanizer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","4","4","3","2","1","3","3","4","4","4","2","1","De 16 a 20€","Menos de 15€"
"2021/03/15 1:07:34 p. m. EET","Sí","Mujer","18-24","Madrid","Grado medio ","Medio","Con pareja","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","3","4","3","4","2","3","1","3","4","4","4","3","2","1","De 26 a 30€","Menos de 15€"
"2021/03/15 1:10:47 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Bajo / Medio-bajo","Soltero/a","Familia","Satisfyer","Sí","Regalo","2","4","2","4","2","3","4","4","3","1","1","3","4","2","3","2","3","3","3","3","1","4","1","1","2","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:14:50 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Soltero/a","Solo/a","Satisfyer","Sí","Ambas opciones","4","3","3","4","3","4","3","2","3","2","2","3","3","1","2","3","3","3","3","3","4","3","3","3","3","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:18:17 p. m. EET","Sí","Mujer","18-24","Islas Baleares","Grado universitario","Medio","Con pareja","Familia","Satisfyer","Sí","Uso personal","3","4","4","4","4","4","3","4","3","3","2","3","4","1","4","3","4","3","3","3","4","3","2","4","3","Menos de 20€","Más de 36€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:21:13 p. m. EET","Sí","Mujer","25-30","Santa Cruz de Tenerife","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","4","3","1","1","1","4","3","3","3","4","1","1","De 16 a 20€","Más de 36€"
"2021/03/15 1:22:33 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Soltero/a","Familia","Satisfyer;Lelo","Sí","Regalo","4","4","4","4","4","4","4","3","3","3","1","3","4","1","2","3","3","3","3","4","4","3","2","4","3","Entre 26 y 35€","De 31 a 35€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 1:53:20 p. m. EET","Sí","Mujer","18-24","Barcelona","Grado universitario","Medio","Soltero/a","Familia","Satisfyer;Lelo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","4","4","2","1","1","4","4","4","4","4","2","2","De 26 a 30€","De 16 a 20€"
"2021/03/15 1:54:51 p. m. EET","Sí","Mujer","18-24","Pontevedra","Grado universitario","Alto / Medio-alto","Con pareja","Solo/a","Satisfyer;Lelo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","4","3","1","2","1","4","4","4","3","2","2","1","Más de 36€","Menos de 15€"
"2021/03/15 1:55:39 p. m. EET","Sí","Mujer","18-24","Madrid","Bachillerato","Medio","Con pareja","Compañeros/as de piso","Satisfyer;platano melon","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","3","3","3","2","1","4","3","3","2","3","2","1","Más de 36€","De 31 a 35€"
"2021/03/15 2:02:13 p. m. EET","Sí","Mujer","18-24","Ciudad Real","Educación Secundaria Obligatoria","Bajo / Medio-bajo","Con pareja","Compañeros/as de piso","Satisyer;Lelo","Sí","Uso personal","4","4","4","4","4","4","3","4","4","1","2","4","3","1","1","3","4","4","4","4","4","4","1","4","4","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 3:04:22 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Con pareja","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","4","3","4","4","3","4","1","4","1","2","2","3","3","2","3","2","De 16 a 20€","Menos de 15€"
"2021/03/15 3:12:02 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Con pareja","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","4","4","1","1","1","4","4","4","4","4","2","3","De 21 a 25€","Menos de 15€"
"2021/03/15 3:35:14 p. m. EET","Sí","Mujer","18-24","Ciudad Real","Educación Secundaria Obligatoria","Bajo / Medio-bajo","Con pareja","Compañeros/as de piso","Satisyer;Lelo","Sí","Uso personal","4","4","4","4","4","4","3","4","4","1","2","4","3","1","1","3","4","4","4","4","4","4","1","4","4","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 3:36:05 p. m. EET","Sí","Mujer","18-24","Barcelona","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","2","4","4","2","2","1","4","4","3","4","4","2","2","De 21 a 25€","Menos de 15€"
"2021/03/15 3:50:53 p. m. EET","Sí","Mujer","25-30","Cádiz","Posgrado","Medio","Con pareja","Compañeros/as de piso","Satisfyer;Lover yoyo;Lelo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","2","4","4","4","2","1","1","1","3","1","4","2","4","3","1","De 21 a 25€","Menos de 15€"
"2021/03/15 3:52:15 p. m. EET","Sí","Mujer","25-30","Murcia","Posgrado","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Lelo;Mambo ","Sí","Ambas opciones","4","4","4","4","4","4","2","2","3","3","1","4","4","1","2","4","2","4","4","4","1","4","4","4","4","Entre 36 y 40€","De 16 a 20€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 3:52:38 p. m. EET","Sí","Mujer","18-24","Lérida (Lleida)","Grado universitario","Medio","Con pareja","Compañeros/as de piso","Satisfyer","Sí","Ambas opciones","4","4","3","4","4","4","4","3","4","2","2","4","4","1","2","3","4","3","4","4","1","4","3","2","3","Más de 41€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 3:55:44 p. m. EET","Sí","Mujer","18-24","Cuenca","Posgrado","Medio","Con pareja","Solo/a","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","2","4","1","2","1","4","4","4","4","3","1","1","De 21 a 25€","Menos de 15€"
"2021/03/15 4:13:32 p. m. EET","Sí","Mujer","18-24","Cantabria","Posgrado","Medio","Con pareja","Compañeros/as de piso","Satisfyer","Sí","Ambas opciones","4","3","2","4","3","4","4","1","4","1","1","3","4","1","3","3","4","1","3","4","4","3","3","3","3","Entre 26 y 35€","De 21 a 25€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 4:16:01 p. m. EET","Sí","Mujer","18-24","Madrid","Bachillerato","Bajo / Medio-bajo","Soltero/a","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","3","4","4","2","1","1","1","4","2","3","3","4","1","1","De 21 a 25€","De 16 a 20€"
"2021/03/15 4:40:26 p. m. EET","Sí","Mujer","25-30","Huelva","Posgrado","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","3","4","2","2","1","3","3","3","3","3","2","3","De 16 a 20€","Menos de 15€"
"2021/03/15 4:52:20 p. m. EET","Sí","Mujer","18-24","Badajoz","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Lelo","Sí","Uso personal","4","4","3","2","2","4","3","4","4","1","2","3","2","1","4","2","4","3","2","4","4","3","2","4","4","Entre 36 y 40€","De 21 a 25€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:07:08 p. m. EET","Sí","Mujer","25-30","Madrid","Grado universitario","Bajo / Medio-bajo","Soltero/a","Familia","Satisfyer;Lelo;We-vibe;Mambo","Sí","Ambas opciones","4","4","4","3","3","4","2","3","4","1","1","3","3","1","1","2","4","3","4","4","4","3","4","3","3","Más de 41€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:12:17 p. m. EET","Sí","Mujer","18-24","Pontevedra","Posgrado","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","3","3","3","2","1","3","2","2","3","4","2","3","De 21 a 25€","Menos de 15€"
"2021/03/15 5:19:57 p. m. EET","Sí","Mujer","18-24","Pontevedra","Grado universitario","Alto / Medio-alto","Con pareja","Solo/a","Satisfyer;Lelo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","4","3","1","2","1","4","4","4","3","2","2","1","Más de 36€","Menos de 15€"
"2021/03/15 5:20:43 p. m. EET","Sí","Mujer","18-24","Cádiz","Posgrado","Bajo / Medio-bajo","Con pareja","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","4","4","2","1","1","4","3","4","4","4","1","1","Más de 36€","Menos de 15€"
"2021/03/15 5:22:49 p. m. EET","Sí","Mujer","18-24","Barcelona","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","4","3","3","3","3","3","2","3","2","2","2","4","4","4","4","1","De 21 a 25€","De 26 a 30€"
"2021/03/15 5:23:10 p. m. EET","Sí","Mujer","18-24","Navarra","Posgrado","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Mambo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","4","2","4","4","4","4","1","1","1","2","4","3","3","4","2","3","De 26 a 30€","Menos de 15€"
"2021/03/15 5:23:44 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Con pareja","Compañeros/as de piso","Satisfyer;Lelo","Sí","Ambas opciones","4","3","3","3","4","4","3","4","4","2","1","2","3","1","4","4","3","3","3","3","4","4","4","3","3","Entre 21 y 25€","De 26 a 30€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:23:49 p. m. EET","Sí","Mujer","18-24","Vizcaya","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Lelo","Sí","Ambas opciones","4","4","3","3","4","4","4","3","3","1","1","3","4","1","2","3","4","3","4","4","4","4","2","4","4","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:24:48 p. m. EET","Sí","Mujer","18-24","Alicante","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Womanizer","Sí","Uso personal","4","4","4","3","4","4","3","4","4","2","1","3","4","1","1","1","4","4","4","4","1","4","3","3","4","Entre 26 y 35€","Más de 36€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:26:00 p. m. EET","Sí","Mujer","18-24","Pontevedra","Posgrado","Bajo / Medio-bajo","Soltero/a","Compañeros/as de piso","Satisfyer;Lelo","Sí","Ambas opciones","4","4","4","4","4","4","4","4","4","2","2","4","4","1","1","4","4","4","4","4","4","4","2","4","4","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:28:34 p. m. EET","Sí","Mujer","31-38","Navarra","Grado universitario","Medio","Casado/a","Familia","Satisyer;Lelo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","4","4","1","1","1","4","4","1","4","4","1","1","De 21 a 25€","Menos de 15€"
"2021/03/15 5:29:54 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Medio","Con pareja","Compañeros/as de piso","Satisfyer;Womanizer;Lelo","Sí","Uso personal","4","4","3","4","3","4","1","4","4","3","3","3","4","1","1","4","4","4","4","4","1","4","3","4","4","Entre 36 y 40€","De 26 a 30€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:30:22 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Alto / Medio-alto","Soltero/a","Compañeros/as de piso","Satisfyer;Womanizer","Sí","Regalo","4","4","4","3","4","4","4","1","4","4","3","4","3","1","1","2","4","4","4","4","1","4","1","4","4","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:32:23 p. m. EET","Sí","Mujer","31-38","Burgos","Grado universitario","Medio","Con pareja","Compañeros/as de piso","Satisfyer","Sí","Uso personal","4","4","3","3","4","4","2","4","3","1","2","2","3","2","3","3","4","3","3","3","3","3","1","3","3","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:35:00 p. m. EET","Sí","Mujer","18-24","Barcelona","Grado universitario","Medio","Soltero/a","Familia","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","4","4","4","4","2","3","1","4","3","3","3","4","1","1","De 16 a 20€","Menos de 15€"
"2021/03/15 5:35:10 p. m. EET","Sí","Mujer","25-30","Islas Baleares","Posgrado","Medio","Con pareja","Compañeros/as de piso","Satisfyer;Womanizer","Sí","Ambas opciones","4","4","4","4","4","4","3","4","4","2","1","4","4","1","1","3","4","4","4","4","4","4","4","4","4","Entre 26 y 35€","De 16 a 20€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:35:42 p. m. EET","Sí","Hombre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:36:18 p. m. EET","Sí","Mujer","18-24","Valencia","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Lelo","Sí","Ambas opciones","4","4","4","4","4","4","3","4","4","2","1","3","4","1","1","3","4","3","3","3","3","3","3","3","3","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:38:00 p. m. EET","Sí","Mujer","18-24","Albacete","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","Sí","Uso personal","4","3","4","3","4","3","4","4","3","1","2","3","3","1","1","3","3","3","3","3","3","3","4","3","3","Entre 36 y 40€","De 31 a 35€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:42:39 p. m. EET","Sí","Mujer","18-24","Las Palmas","Grado universitario","Medio","Soltero/a","Familia","Satisfyer;Lelo;We-vibe","Sí","Uso personal","4","4","4","4","4","4","3","2","4","4","2","4","3","1","3","2","4","3","4","4","4","4","2","4","4","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:44:15 p. m. EET","Sí","Mujer","18-24","Madrid","Grado universitario","Bajo / Medio-bajo","Con pareja","Familia","Satisfyer;Lelo;Amantis","Sí","Regalo","4","4","4","4","4","4","3","2","4","2","1","3","4","1","2","2","4","4","4","4","2","2","1","4","4","Entre 21 y 25€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:46:24 p. m. EET","Sí","Mujer","18-24","Valencia","Grado universitario","Medio","Con pareja","Compañeros/as de piso","Satisfyer","Sí","Regalo","4","4","2","3","3","3","1","2","4","1","1","3","3","1","3","2","3","3","3","4","2","4","1","3","3","Entre 26 y 35€","Menos de 15€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:48:30 p. m. EET","Sí","Mujer","18-24","Alicante","Master","Alto / Medio-alto","Soltero/a","Familia","Satisyer","Sí","Uso personal","4","3","4","4","3","4","4","4","4","1","1","3","3","1","3","3","4","3","3","4","3","3","2","4","4","Entre 21 y 25€","Más de 36€","","","","","","","","","","","","","","","","","","",""
"2021/03/15 5:50:23 p. m. EET","Sí","Mujer","18-24","Navarra","Grado universitario","Medio","Soltero/a","Compañeros/as de piso","Satisfyer;Lelo","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","4","4","4","3","4","1","1","1","4","4","4","1","4","1","1","De 26 a 30€","Menos de 15€"
"2021/03/15 5:58:09 p. m. EET","Sí","Mujer","25-30","La Coruña","Posgrado","Medio","Soltero/a","Compañeros/as de piso","Satisfyer","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sí","4","3","3","4","4","4","2","3","1","2","4","3","3","4","3","2","De 16 a 20€","Menos de 15€"
